,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1
0,POINT (339299.3153897313 4601151.983570112),2018-05-11,0.0414,0.0726,0.0545,0.3856,0.1212,0.3129,0.389,0.4237,0.1826,0.1045,0,0,0,0,24,146,1,86,2018-05-22,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2106,MEZCLA AVENA-CEBADA,70.0,10.0,N,MA,paralel to the path,PC,D,R,0,VPG,mezcla de muchos cereales y malas hierbas,339299.315389,4601151.98345,,,,4.006,0.76248278669,,0.0,0.0,,,,,,,,,
1,POINT (339293.0540185919 4601170.966222147),2018-06-28,0.1172,0.1683,0.2429,0.3395,0.2682,0.3002,0.3278,0.3695,0.4512,0.3361,0,0,0,0,22,139,0,85,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4106,MEZCLA AVENA-TRIGO,0.0,0.0,-1,-1,,PC,-1,-1,0,-1,segado. La siega está  en hileras,339293.054017,4601170.96611,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
2,POINT (339227.654661163 4601185.525707796),2018-06-28,0.0366,0.065,0.0648,0.2793,0.1219,0.219,0.2571,0.3038,0.2393,0.1401,0,0,0,0,22,139,1,86,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4104,ALFALFA,0.0,0.0,B,MA,,PC,-1,R,0,-1,,339227.65466,4601185.52559,,,,2.298,0.25839891641,,0.0,0.0,,,,,,,,,
3,POINT (339290.3271112764 4601186.691691096),2018-04-05,0.0358,0.0643,0.0439,0.3691,0.1032,0.2804,0.3449,0.3693,0.1652,0.0843,0,0,0,0,33,152,1,79,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,106,MEZCLA AVENA-TRIGO,18.0,10.0,N,GU,perpendicular carretera,PC,D,R,1,VPG,por morfología parece Bromo? no tiene aurículas y tiene vaina basal rojiza. puede ser mezcla de Reservo ríos?,339290.32711,4601186.69158,,,,1.136,0.42068990955,,0.0,0.0,,,,,,,,,
4,POINT (339195.63209062535 4601193.628506116),2018-04-05,0.0377,0.0682,0.0521,0.3815,0.1187,0.3354,0.3829,0.4001,0.1844,0.0938,0,0,0,0,33,152,1,79,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,104,ALFALFA,12.0,12.0,B,GU,N-s. perpendicular al camino,PC,D,R,0,VPG,parece siembra directa. se ve el rastrojo,339195.632089,4601193.62839,,,,0.3,0.18986837546,,0.0,0.0,,,,,,,,,
5,POINT (339290.4095349032 4601195.443585707),2018-06-14,0.0809,0.1425,0.1109,0.4969,0.2221,0.419,0.4852,0.5199,0.2771,0.1583,0,0,0,0,22,140,1,81,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3106,MEZCLA AVENA-TRIGO,90.0,0.0,-1,-1,,CL,D,R,0,VPG,,339290.409534,4601195.44347,,,,2.632,0.58827714557,,0.0,0.0,,,,,,,,,
6,POINT (339220.6146319591 4601203.522991464),2018-06-14,0.033,0.0646,0.0482,0.3822,0.1206,0.3011,0.3596,0.4055,0.1872,0.0928,0,0,0,0,22,140,1,81,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3104,ALFALFA,40.0,0.0,B,FL,,CL,D,R,0,VPG,,339220.614631,4601203.52288,,,,2.94,1.03951911959,,0.0,0.0,,,,,,,,,
7,POINT (339203.1000383684 4601229.810059235),2018-05-11,0.0336,0.0667,0.0409,0.4914,0.103,0.3519,0.4636,0.5118,0.1883,0.0836,0,0,0,0,24,146,1,86,2018-05-22,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2104,ALFALFA,40.0,0.0,B,FL,,PC,D,R,0,VPG,,339203.100037,4601229.80994,,,,3.20666666667,1.91410205231,,0.0,0.0,,,,,,,,,
8,POINT (339282.4678405272 4601257.080770295),2018-04-05,0.1159,0.1722,0.2239,0.3162,0.2443,0.2834,0.3014,0.3191,0.3839,0.3067,0,0,0,0,33,152,1,79,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,105,LENTEJAS,3.0,10.0,B,EM,paralelo a la carretera,PC,D,R,1,VPG,germano hace pocos dias,339282.467839,4601257.08065,,,,0.062,0.02387467277,,0.0,0.0,,,,,,,,,
9,POINT (339312.18900545593 4601279.943620983),2018-05-11,0.0388,0.0628,0.0628,0.1848,0.099,0.1891,0.2152,0.2229,0.1568,0.1176,0,0,0,0,24,146,1,86,2018-05-22,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2105,LENTEJAS,15.0,12.0,B,GU,paralel to the path,PC,D,R,0,VPG,,339312.189004,4601279.94351,,,,0.602,0.24283739416,,0.0,0.0,,,,,,,,,
10,POINT (339266.3042891868 4601285.09467955),2018-06-14,0.037,0.0874,0.0405,0.5306,0.1379,0.4382,0.5194,0.5478,0.1683,0.0748,0,0,0,0,22,140,1,81,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3105,LENTEJAS,50.0,0.0,B,FL,,CL,D,R,0,VPG,,339266.304288,4601285.09456,,,,5.88,1.08372044366,,0.0,0.0,,,,,,,,,
11,POINT (339259.150504697 4601309.223766598),2018-06-28,0.0565,0.1129,0.1233,0.3632,0.202,0.3049,0.3514,0.4102,0.2834,0.153,0,0,0,0,22,139,1,86,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4105,LENTEJAS,0.0,0.0,-1,-1,,PC,D,-1,0,VPG,cercos verdes y amarillos. hay zonas ya en senescencia. mido LAI en una mezcla,339259.150504,4601309.22365,,,,2.94,1.32334802679,,0.0,0.0,,,,,,,,,
12,POINT (339487.06956757524 4602406.502195045),2018-05-11,0.0494,0.0854,0.073,0.3998,0.1224,0.3141,0.4011,0.4375,0.1876,0.1,0,0,0,0,24,146,1,86,2018-05-22,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,2103,CEBADA,80.0,0.0,N,MA,,PC,D,R,0,VPG,esta espigando.  aún sin grano,339487.069566,4602406.50208,,,,3.656,0.77044143191,,0.0,0.0,,,,,,,,,
13,POINT (339493.9265878737 4602435.279929559),2018-04-05,0.0382,0.0674,0.0496,0.3625,0.11,0.2915,0.3559,0.3688,0.171,0.0867,0,0,0,0,33,152,1,79,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Greg,103,CEBADA,10.0,0.0,N,GU,,,,R,0,,,339493.926587,4602435.27981,,,,0.664,0.40190794966,,0.0,0.0,,,,,,,,,
14,POINT (339447.92914155574 4602438.922898359),2018-06-28,0.0501,0.08,0.1259,0.2098,0.1481,0.1846,0.202,0.2448,0.2854,0.1831,0,0,0,0,22,139,1,86,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4103,CEBADA,70.0,0.0,-1,SE,,PC,D,-1,0,-1,,339447.92914,4602438.92278,,,,3.354,0.44218774293,,0.0,0.0,,,,,,,,,
15,POINT (339470.5194310886 4602449.566459832),2018-06-14,0.0455,0.0824,0.0927,0.2677,0.1474,0.2067,0.2349,0.269,0.1925,0.1166,0,0,0,0,22,140,1,81,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3103,CEBADA,85.0,0.0,N,MA,,CL,D,R,0,-1,,339470.51943,4602449.56634,,,,4.165,0.96767246525,,0.0,0.0,,,,,,,,,
16,POINT (343474.92910123424 4624957.476646975),2018-07-10,0.0745,0.1199,0.1948,0.2735,0.2211,0.243,0.267,0.3045,0.4433,0.3521,0,0,0,0,26,142,1,83,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,0,GUISANTES COSECHANDO,0.0,0.0,-1,-1,,-1,-1,-1,0,-1,cosechando a las 21:00,343474.9291,4624957.47653,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
17,POINT (344137.805569116 4626485.962574578),2018-05-17,0.0398,0.0698,0.0647,0.3917,0.1172,0.3057,0.3918,0.423,0.2231,0.1296,0,0,0,0,25,147,1,82,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2108,CEBADA,60.0,0.0,N,FL,,CL,D,R,0,VPG,,344137.805568,4626485.96246,,,,1.718,0.68860002904,,0.0,0.0,,,,,,,,,
18,POINT (344053.6918911616 4626501.214277528),2018-05-17,0.0686,0.112,0.1728,0.2874,0.2112,0.2606,0.2805,0.3045,0.4356,0.3564,0,0,0,0,25,147,1,83,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2107,GARBANZOS,17.0,15.0,B,GU,paralelo to the path,CL,D,R,0,VPG,,344053.69189,4626501.21416,,,,0.206,0.09343446901,,0.0,0.0,,,,,,,,,
19,POINT (344183.0641634532 4626504.306815265),2018-07-10,0.0876,0.1347,0.2059,0.3519,0.2393,0.289,0.3314,0.3964,0.4652,0.2889,0,0,0,0,26,142,1,83,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5108,CEBADA,65.0,0.0,N,SE,,CL,D,R,0,-1,hay un poco de verde aun,344183.064162,4626504.3067,,,,3.074,0.5813174692,,0.0,0.0,,,,,,,,,
20,POINT (345170.3324434828 4625893.686969861),2018-05-07,0.076,0.1214,0.1887,0.2699,0.2172,0.244,0.2642,0.2917,0.4542,0.3841,0,0,0,0,27,149,1,81,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,120,GIRASOL,3.0,50.0,B,EM,,CL,D,R,0,VPG,solo hago dos medidas de LAI  por estad casi a cero,345170.332442,4625893.68685,,,,0.01,0.0,,0.0,0.0,,,,,,,,,
21,POINT (345220.97558310715 4625896.756450794),2018-05-17,0.0811,0.1246,0.1948,0.2837,0.2298,0.2628,0.2814,0.3108,0.4886,0.4095,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2120,GIRASOL,8.0,50.0,B,GU,paralel to the path,CL,D,R,0,VPG,,345220.975582,4625896.75633,,,,0.188,0.07463243263,,0.0,0.0,,,,,,,,,
22,POINT (345192.8317346532 4625905.170116199),2018-07-11,0.0422,0.0873,0.0736,0.3671,0.1423,0.319,0.3586,0.3768,0.2444,0.1426,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5120,GIRASOL,140.0,0.0,B,FL,,OV,D,R,0,VPG,,345192.831734,4625905.17,,,,2.254,0.495307985,,0.0,0.0,,,,,,,,,
23,POINT (345253.15974792733 4625906.142110924),2018-06-15,0.0521,0.1016,0.1051,0.3672,0.1684,0.3367,0.3663,0.3881,0.3193,0.2019,0,0,0,0,22,140,1,82,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3120,GIRASOL,50.0,0.0,B,GU,,CL,D,R,0,VPG,,345253.159747,4625906.14199,,,,1.506,0.41186162725,,0.0,0.0,,,,,,,,,
24,POINT (345277.7677337848 4625912.054112499),2018-07-02,0.04,0.0858,0.0518,0.4736,0.1427,0.4191,0.4683,0.4875,0.2428,0.1214,0,0,0,0,23,139,1,81,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4120,GIRASOL,120.0,0.0,B,FL,,PC,D,R,0,VPG,botón floral máx 5 cm,345277.767733,4625912.054,,,,2.202,0.32429924453,,0.0,0.0,,,,,,,,,
25,POINT (344510.64766491135 4626016.200394903),2018-07-11,0.0386,0.0834,0.0653,0.3747,0.1352,0.3344,0.371,0.3915,0.2293,0.1279,0,0,0,0,26,142,1,82,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,144,GIRASOL,150.0,0.0,B,FL,,OV,D,R,0,VPG,,344510.647664,4626016.20028,,,,2.616,0.25928748524,,0.0,0.0,,,,,,,,,
26,POINT (345224.5604521605 4626171.558264485),2018-06-15,0.0626,0.1133,0.1221,0.4308,0.1804,0.377,0.4284,0.4537,0.274,0.1867,0,0,0,0,22,140,1,82,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3119,REMOLACHA,35.0,0.0,B,GU,,CL,D,I,0,VPG,,345224.560451,4626171.55815,,,,1.604,0.99294007876,,0.0,0.0,,,,,,,,,
27,POINT (345257.86329882906 4626200.611039551),2018-07-11,0.032,0.0623,0.0282,0.5277,0.0874,0.4067,0.5286,0.5444,0.1325,0.0559,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5119,REMOLACHA,45.0,0.0,B,GU,,PC,D,I,0,VPG,,345257.863298,4626200.61092,,,,3.456,0.71248157871,,0.0,0.0,,,,,,,,,
28,POINT (345228.78843413485 4626204.657432743),2018-05-07,0.1162,0.1816,0.2679,0.3547,0.2936,0.3263,0.3465,0.3774,0.5155,0.4463,0,0,0,0,27,149,1,81,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,119,REMOLACHA,4.0,0.0,B,EM,,CL,D,I,0,VPG,,345228.788433,4626204.65732,,,,0.04666666667,0.01154700538,,0.0,0.0,,,,,,,,,
29,POINT (345257.380709632 4626224.647950414),2018-07-02,0.0368,0.0701,0.0363,0.5288,0.1061,0.4221,0.5273,0.5447,0.1547,0.0704,0,0,0,0,23,139,1,81,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4119,REMOLACHA,45.0,0.0,B,GU,,PC,D,I,0,VPG,,345257.380709,4626224.64783,,,,1.968,0.53550910356,,0.0,0.0,,,,,,,,,
30,POINT (345241.65150701394 4626229.486826328),2018-07-11,0.0317,0.0598,0.0255,0.5303,0.0902,0.4091,0.5317,0.5461,0.1277,0.0542,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,143,REMOLACHA,45.0,0.0,B,GU,,PC,D,I,0,VPG,,345241.651506,4626229.48671,,,,2.724,1.32683081062,,0.0,0.0,,,,,,,,,
31,POINT (345234.044992807 4626243.902461903),2018-05-17,0.0864,0.132,0.1765,0.2835,0.2061,0.2542,0.2755,0.3014,0.4127,0.3435,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2119,REMOLACHA,6.0,50.0,B,GU,pivot,PC,D,I,0,VPG,With about 7-8 true leaves,345234.044992,4626243.90235,,,,0.098,0.06760177512,,0.0,0.0,,,,,,,,,
32,POINT (344614.39914060436 4626276.303401981),2018-07-10,0.0872,0.1348,0.1952,0.3262,0.2336,0.265,0.2968,0.3427,0.3062,0.197,0,0,0,0,26,142,1,82,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,136,ALPISTE,110.0,0.0,N,MA,,CL,D,R,0,,"Muchas zonas con cereal tumbado. LAI mixto, pero más marrón. Misma parcela que la 2110",344614.399139,4626276.30329,,,,3.876,0.21372880012,,0.0,0.0,,,,,,,,,
33,POINT (345280.40727117547 4626363.583162865),2018-06-15,0.0496,0.0936,0.0849,0.3594,0.16,0.324,0.3538,0.3763,0.2963,0.1938,0,0,0,0,22,140,1,82,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3118,GIRASOL,55.0,0.0,B,GU,,CL,D,R,0,VPG,,345280.40727,4626363.58305,,,,1.84,0.71035202541,,0.0,0.0,,,,,,,,,
34,POINT (345262.3177759696 4626367.697457529),2018-05-07,0.0883,0.1396,0.2033,0.2759,0.2271,0.2536,0.2729,0.2984,0.4531,0.3773,0,0,0,0,27,149,1,81,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,118,GIRASOL,3.0,50.0,B,EM,paralelo al camino,CL,D,R,0,-1,Se registra el ESU peor no se mide el LAI dado que se corresponde a 0. Apenas tiene los cotiledones,345262.317775,4626367.69734,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
35,POINT (344613.6364471498 4626394.272705984),2018-07-10,0.0654,0.1039,0.1629,0.2716,0.1945,0.2221,0.2513,0.2964,0.275,0.1751,0,0,0,0,26,142,1,82,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2110,ALPISTE,110.0,0.0,N,MA,,CL,D,R,0,VPG,LAI mixto,344613.636446,4626394.27259,,,,3.836,1.47374692536,,0.0,0.0,,,,,,,,,
36,POINT (345274.2205777359 4626394.631799044),2018-05-17,0.0928,0.1292,0.1766,0.2785,0.2085,0.2443,0.263,0.2919,0.4644,0.3755,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2118,GIRASOL,7.0,50.0,B,GU,paralel to the path,PC,D,R,0,VPG,,345274.220577,4626394.63168,,,,0.15,0.1166190379,,0.0,0.0,,,,,,,,,
37,POINT (345294.64137759944 4626409.354921933),2018-07-02,0.0393,0.0831,0.047,0.4732,0.1324,0.4216,0.4788,0.4985,0.2329,0.1095,0,0,0,0,23,139,1,81,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4118,GIRASOL,130.0,0.0,B,FL,,PC,D,R,0,VPG,botón floral diámetro 6cm,345294.641376,4626409.35481,,,,3.474,0.20391174562,,0.0,0.0,,,,,,,,,
38,POINT (345277.8601605389 4626432.6301162075),2018-07-11,0.047,0.092,0.0876,0.3284,0.1431,0.2894,0.3305,0.3529,0.257,0.158,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5118,GIRASOL,150.0,0.0,B,FL,,OV,D,R,0,VPG,,345277.860159,4626432.63,,,,4.424,0.53002830113,,0.0,0.0,,,,,,,,,
39,POINT (345304.0540164835 4626507.660236957),2018-07-11,0.0455,0.088,0.0804,0.3221,0.1366,0.2863,0.3172,0.3397,0.2507,0.1501,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,142,GIRASOL,150.0,0.0,B,FL,,PC,D,R,0,,LAI green. Misma parcela que el ESU 5118. Condiciones de cielo cambiante (PAR entre 1500-2000),345304.054015,4626507.66012,,,,3.278,0.7751580484,,0.0,0.0,,,,,,,,,
40,POINT (344153.77430436574 4626523.973431792),2018-05-07,0.0375,0.0748,0.059,0.3872,0.1285,0.3178,0.382,0.4067,0.2048,0.12,0,0,0,0,27,149,1,82,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,108,CEBADA,40.0,10.0,N,GU,NS,CL,D,R,1,VPG,en la zona de secano hay mucho Bromo como mala hierba,344153.774303,4626523.97332,,,,2.064,0.62520396672,,0.0,0.0,,,,,,,,,
41,POINT (344049.674786464 4626541.880786588),2018-05-07,0.0659,0.1112,0.1748,0.2628,0.2009,0.2367,0.2541,0.2787,0.4095,0.3398,0,0,0,0,27,149,1,83,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,107,GARBANZOS,8.0,14.0,B,GU,N-S,CL,D,R,0,VPG,,344049.674785,4626541.88067,,,,0.126,0.07300684899,,0.0,0.0,,,,,,,,,
42,POINT (344083.739135387 4626551.941802884),2018-06-15,0.0506,0.0975,0.0932,0.4001,0.1606,0.3656,0.3984,0.4281,0.2917,0.1761,0,0,0,0,22,140,1,84,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3107,GARBANZOS,40.0,0.0,B,-1,,CL,-1,R,0,VPG,,344083.739134,4626551.94169,,,,2.978,1.0274093634,,0.0,0.0,,,,,,,,,
