,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,Sequent_N,Ref_N,Hour_UTC+1,Operator,Latitude,Longitude,CropHeight,BBCH,Crop-EN,Crop-ES,Crop-FR,Crop-IT,Crop-LA,Crop-PL,Rowsp_(cm),RowOr(deg),SkyCond,LicorLAI,std_Licor,PocketLAI,std_PockLA,AccuPAR,std_AccuPA,Note
93,POINT (543300.3164982036 4597159.284458977),2017-03-21,0.0551,0.0694,0.0746,0.1722,0.1036,0.1569,0.1739,0.1877,0.2122,0.1722,0,0,0,0,65,163,0,0,2017-01-08,72 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170108-095355-456_L2A_T33TWF_D_V1-4_roi_0.tif,18,AA.S_Capitanata.06_2017_LAI,12:11 PM,Riefolo C. - Ruggieri S.,41.524906,15.518996,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.365,0.262,,,,,
80,POINT (542377.9594574135 4590304.992224817),2017-03-29,0.0755,0.0957,0.104,0.2196,0.139,0.1963,0.215,0.2339,0.2613,0.1957,0,0,0,0,48,156,0,0,2017-03-09,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,71,9NT_STRATEGA_20170329_LAI,10:26 AM,Colecchia S.A. - De Santis A.P.,41.463218,15.507459,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.783,0.106,,,,,
81,POINT (542423.9867758902 4590431.05117124),2017-05-11,0.0615,0.0829,0.0824,0.1808,0.1093,0.1629,0.1828,0.1922,0.1843,0.1382,0,0,0,0,48,156,0,0,2017-03-09,63 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,102,10CT_STRATEGA_20170511_LAI,8:17 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.787,0.141,,,,,
82,POINT (542423.9867758902 4590431.05117124),2017-03-29,0.0615,0.0829,0.0824,0.1808,0.1093,0.1629,0.1828,0.1922,0.1843,0.1382,0,0,0,0,48,156,0,0,2017-03-09,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,72,10CT_STRATEGA_20170329_LAI,10:33 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.700,1.067,,,,,
83,POINT (542761.5633632331 4590554.38909525),2017-04-05,0.0581,0.0783,0.0738,0.2114,0.104,0.1903,0.2114,0.227,0.1758,0.124,0,0,0,0,48,156,0,0,2017-03-09,27 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,79,G_CREA-CI_20170405_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.465444,15.512070,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.280,0.516,,,,,
84,POINT (542643.065641156 4596107.745216719),2017-03-21,0.0614,0.0773,0.0757,0.1748,0.1011,0.1621,0.1795,0.1889,0.1617,0.1136,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,13,AA.S_Capitanata.01_2017_LAI,11:32 AM,Riefolo C. - Ruggieri S.,41.515470,15.511044,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.900,0.113,,,,,
85,POINT (542643.065641156 4596107.745216719),2017-03-21,0.0614,0.0773,0.0757,0.1748,0.1011,0.1621,0.1795,0.1889,0.1617,0.1136,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,14,AA.S_Capitanata.02_2017_LAI,11:35 AM,Riefolo C. - Ruggieri S.,41.515470,15.511044,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.675,0.280,,,,,
29,POINT (542237.0408325597 4589896.047553013),2017-05-11,0.0431,0.0492,0.0664,0.096,0.0718,0.08,0.0891,0.1063,0.1752,0.1473,0,0,0,0,65,166,0,0,2016-12-09,153 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,98,6CT_STRATEGA_20170511_LAI,7:47 AM,Colecchia S.A. - De Santis A.P.,41.459542,15.505743,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.253,0.242,,,,,
30,POINT (542164.1740446985 4589960.015227648),2017-05-11,0.0598,0.0782,0.1183,0.1913,0.1388,0.1603,0.1759,0.2042,0.2883,0.1954,0,0,0,0,65,166,0,0,2016-12-09,153 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,97,5NT_STRATEGA_20170511_LAI,8:57 AM,Colecchia S.A. - De Santis A.P.,41.460122,15.504875,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.947,0.146,,,,,
48,POINT (541847.3834723461 4590740.439909398),2017-04-05,0.0167,0.0142,0.0165,0.0274,0.0206,0.0232,0.027,0.0335,0.037,0.036,0,0,0,0,66,164,0,0,2016-12-29,97 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161229-095556-299_L2A_T33TWF_D_V1-4_roi_0.tif,77,E_CREA-CI_20170405_LAI,11:06 AM,Colecchia S.A. - De Santis A.P.,41.467168,15.501136,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.577,0.175,,,,,
89,POINT (543611.3858424184 4590011.56963984),2017-04-05,0.0789,0.1002,0.0993,0.2305,0.1335,0.2054,0.2254,0.2434,0.2249,0.1625,0,0,0,0,48,156,0,0,2017-03-09,27 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,82,L_CREA-CI_20170405_LAI,12:20 PM,Colecchia S.A. - De Santis A.P.,41.460509,15.522207,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.637,0.179,,,,,
44,POINT (541531.8999201241 4590288.311550373),2017-06-21,0.0624,0.0799,0.0946,0.1571,0.1093,0.1458,0.1579,0.1721,0.2212,0.1881,0,0,0,0,21,140,0,0,2017-06-17,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,133,A_Pomodoro_20170621_LAI,8:52 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.336,0.56,,,,,
91,POINT (543416.7337033107 4590146.28972265),2017-04-05,0.081,0.0988,0.103,0.2156,0.1269,0.1929,0.2101,0.2255,0.2225,0.1609,0,0,0,0,48,156,0,0,2017-03-09,27 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,80,H_CREA-CI_20170405_LAI,12:04 PM,Colecchia S.A. - De Santis A.P.,41.461733,15.519886,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.450,0.235,,,,,
92,POINT (548735.4124326664 4595655.383694973),2017-03-21,0.0723,0.1001,0.1031,0.2366,0.1345,0.2062,0.2241,0.2389,0.1908,0.131,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,21,AA.S_Capitanata.09_2017_LAI,4:22 PM,Riefolo C. - Ruggieri S.,41.511048,15.584016,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.650,0.650,,,,,
93,POINT (543300.3164982036 4597159.284458977),2017-03-21,0.0305,0.0484,0.0262,0.3001,0.0678,0.2577,0.3162,0.3358,0.1235,0.0597,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,18,AA.S_Capitanata.06_2017_LAI,12:11 PM,Riefolo C. - Ruggieri S.,41.524906,15.518996,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.365,0.262,,,,,
37,POINT (542333.9698992979 4590172.950325534),2017-05-11,0.0473,0.0563,0.0745,0.1009,0.0806,0.0889,0.0963,0.1123,0.1825,0.1578,0,0,0,0,65,166,0,0,2016-12-09,153 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,100,8CT_STRATEGA_20170511_LAI,8:03 AM,Colecchia S.A. - De Santis A.P.,41.462031,15.506923,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.021,0.192,,,,,
95,POINT (545413.9190740222 4599483.047504193),2017-03-21,0.0777,0.0967,0.1015,0.2628,0.1295,0.23,0.2599,0.2764,0.2059,0.1597,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,44,AA.S_Capitanata.32_2017_LAI,6:41 PM,Riefolo C. - Ruggieri S.,41.545719,15.544504,30-50 cm,19,Brocoli,,,Broccolo,Brassica oleracea var. italica,,,,Sunny - no clouds,1.590,0.940,,,,,
96,POINT (545291.7967621884 4599538.235425475),2017-03-21,0.0588,0.078,0.0783,0.2016,0.1071,0.1881,0.207,0.2236,0.1959,0.1435,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,43,AA.S_Capitanata.31_2017_LAI,6:39 PM,Riefolo C. - Ruggieri S.,41.546223,15.543044,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.990,0.170,,,,,
57,POINT (541997.9295486691 4598802.731053609),2017-03-21,0.0341,0.0353,0.0528,0.078,0.0609,0.0669,0.0752,0.0923,0.1377,0.1239,0,0,0,0,66,164,0,0,2016-12-29,82 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161229-095556-299_L2A_T33TWF_D_V1-4_roi_0.tif,19,AA.S_Capitanata.07_2017_LAI,12:27 PM,Riefolo C. - Ruggieri S.,41.539778,15.503501,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.295,0.389,,,,,
41,POINT (541398.2715172853 4590041.740748505),2017-04-05,0.0396,0.048,0.0641,0.0985,0.0733,0.0852,0.0988,0.111,0.1867,0.1591,0,0,0,0,65,166,0,0,2016-12-09,117 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,73,A_CREA-CI_20170405_LAI,9:47 AM,Colecchia S.A. - De Santis A.P.,41.460898,15.495710,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.303,0.029,,,,,
42,POINT (541194.9863294407 4590262.735188711),2017-04-05,0.04,0.0452,0.0591,0.0822,0.0674,0.0742,0.0824,0.0904,0.1487,0.132,0,0,0,0,65,166,0,0,2016-12-09,117 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,75,C_CREA-CI_20170405_LAI,10:30 AM,Colecchia S.A. - De Santis A.P.,41.462899,15.493291,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.843,0.387,,,,,
43,POINT (541531.8999201241 4590288.311550373),2017-06-09,0.0515,0.0637,0.0666,0.149,0.0944,0.1398,0.1467,0.1613,0.1779,0.138,0,0,0,0,65,166,0,0,2016-12-09,182 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,124,A_Pomodoro_20170609_LAI,9:01 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.351,0.12,,,,,
44,POINT (541531.8999201241 4590288.311550373),2017-06-21,0.0515,0.0637,0.0666,0.149,0.0944,0.1398,0.1467,0.1613,0.1779,0.138,0,0,0,0,65,166,0,0,2016-12-09,194 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,133,A_Pomodoro_20170621_LAI,8:52 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.336,0.56,,,,,
45,POINT (541531.8999201241 4590288.311550373),2017-06-15,0.0515,0.0637,0.0666,0.149,0.0944,0.1398,0.1467,0.1613,0.1779,0.138,0,0,0,0,65,166,0,0,2016-12-09,188 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,130,A_Pomodoro_20170615_LAI,7:38 AM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,1.620,0.95,,,,,
46,POINT (541531.8999201241 4590288.311550373),2017-06-12,0.0515,0.0637,0.0666,0.149,0.0944,0.1398,0.1467,0.1613,0.1779,0.138,0,0,0,0,65,166,0,0,2016-12-09,185 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,127,A_Pomodoro_20170612_LAI,2:42 PM,Colecchia S.A. - De Santis A.P.,41.463112,15.497327,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,180,302,Sunny - no clouds,0.425,0.24,,,,,
47,POINT (541279.8506264635 4590289.420813426),2017-04-05,0.0616,0.0813,0.0892,0.1718,0.114,0.1564,0.1669,0.188,0.2041,0.1622,0,0,0,0,65,166,0,0,2016-12-09,117 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,76,D_CREA-CI_20170405_LAI,10:44 AM,Colecchia S.A. - De Santis A.P.,41.463135,15.494309,30-50 cm,,Vetch,Arveja,Vesce,Veccia,Vicia L.,Wyka,,,Sunny - no clouds,7.670,0.786,,,,,
48,POINT (541847.3834723461 4590740.439909398),2017-04-05,0.037,0.0377,0.0478,0.0688,0.0511,0.0597,0.0611,0.0737,0.1259,0.1075,0,0,0,0,65,166,0,0,2016-12-09,117 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,77,E_CREA-CI_20170405_LAI,11:06 AM,Colecchia S.A. - De Santis A.P.,41.467168,15.501136,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.577,0.175,,,,,
49,POINT (530287.8573465575 4593127.638567491),2017-04-13,0.0551,0.0695,0.091,0.1277,0.0982,0.107,0.1165,0.1363,0.1922,0.1691,0,0,0,0,65,166,0,0,2016-12-09,125 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,91,AA.V_LUCERA.FR_20170413_LAI,3:07 PM,Vonella V.,41.489190,15.362830,>50 cm,41,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.768,1.070,,,,,
50,POINT (542377.9594574135 4590304.992224817),2017-05-11,0.0602,0.0715,0.1018,0.1531,0.1173,0.1325,0.1451,0.167,0.2781,0.2145,0,0,0,0,65,166,0,0,2016-12-09,153 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,101,9NT_STRATEGA_20170511_LAI,8:11 AM,Colecchia S.A. - De Santis A.P.,41.463218,15.507459,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.985,0.131,,,,,
51,POINT (542305.0288903399 4590309.005795515),2017-05-11,0.0386,0.0465,0.0605,0.0912,0.0671,0.0784,0.0866,0.103,0.1773,0.1466,0,0,0,0,65,166,0,0,2016-12-09,153 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,94,2CT_STRATEGA_20170511_LAI,8:35 AM,Colecchia S.A. - De Santis A.P.,41.463258,15.506586,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.829,0.130,,,,,
1,POINT (539938.0416965974 4578897.975827914),2017-05-30,0.0385,0.0588,0.0544,0.262,0.0906,0.2249,0.2656,0.2821,0.1705,0.1028,0,0,0,0,36,154,0,0,2017-04-08,52 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,113,Sg01_liv2_20170530_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.360597,15.477490,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.186,0.211,,,,,
6,POINT (541059.0038179475 4579703.028974385),2017-03-16,0.0317,0.0534,0.0802,0.2703,0.1257,0.2096,0.2468,0.2917,0.2956,0.1593,0,0,0,0,59,159,0,0,2017-02-07,37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170207-095709-548_L2A_T33TWF_D_V1-4_roi_0.tif,9,Sg09_liv2_20170316_LAI,2:06 PM,Colecchia S.A. - De Santis A.P.,41.367792,15.490946,,,Uncultivated,No cultivado,Inculte,Incolto,,Nieuprawny,,,Sunny - no clouds,2.363,1.172,,,,,Pasture area
54,POINT (542359.9657650598 4590453.990368482),2017-03-29,0.0596,0.0731,0.102,0.1574,0.1213,0.1321,0.1505,0.1741,0.2857,0.2115,0,0,0,0,65,166,0,0,2016-12-09,110 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20161209-095503-796_L2A_T33TWF_D_V1-4_roi_0.tif,63,1NT_STRATEGA_20170329_LAI,10:36 AM,Colecchia S.A. - De Santis A.P.,41.464561,15.507254,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.855,0.219,,,,,
8,POINT (541439.9653062258 4579848.96829082),2017-03-16,0.005,0.0,0.004,0.0039,0.0044,0.0044,0.0055,0.0082,0.0387,0.0382,0,0,0,0,59,159,0,0,2017-02-07,37 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170207-095709-548_L2A_T33TWF_D_V1-4_roi_0.tif,10,Sg10_liv2_20170316_LAI,3:29 PM,Colecchia S.A. - De Santis A.P.,41.369087,15.495511,10-30 cm,23,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.430,0.410,,,,,
5,POINT (540029.9819769766 4579471.014889604),2017-05-30,0.0467,0.0696,0.0726,0.2708,0.1089,0.2286,0.2668,0.2814,0.2068,0.1333,0,0,0,0,36,154,0,0,2017-04-08,52 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,114,Sg02_liv2_20170530_LAI,9:53 AM,Colecchia S.A. - De Santis A.P.,41.365754,15.478627,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.282,0.342,,,,,
31,POINT (542164.1740446985 4589960.015227648),2017-03-29,0.0686,0.0928,0.0924,0.2619,0.1396,0.2285,0.2502,0.2772,0.2654,0.175,0,0,0,0,44,155,0,0,2017-03-19,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170319-095021-462_L2A_T33TWF_D_V1-4_roi_0.tif,67,5NT_STRATEGA_20170329_LAI,10:57 AM,Colecchia S.A. - De Santis A.P.,41.460122,15.504875,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.883,0.116,,,,,
32,POINT (542283.1637173623 4590035.206695756),2017-03-29,0.0783,0.1029,0.1135,0.2464,0.15,0.2223,0.2421,0.2704,0.2796,0.1913,0,0,0,0,44,155,0,0,2017-03-19,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170319-095021-462_L2A_T33TWF_D_V1-4_roi_0.tif,69,7NT_STRATEGA_20170329_LAI,10:16 AM,Colecchia S.A. - De Santis A.P.,41.460793,15.506305,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.790,0.198,,,,,
33,POINT (542283.1637173623 4590035.206695756),2017-05-11,0.0783,0.1029,0.1135,0.2464,0.15,0.2223,0.2421,0.2704,0.2796,0.1913,0,0,0,0,44,155,0,0,2017-03-19,53 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170319-095021-462_L2A_T33TWF_D_V1-4_roi_0.tif,99,7NT_STRATEGA_20170511_LAI,7:56 AM,Colecchia S.A. - De Santis A.P.,41.460793,15.506305,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.345,0.190,,,,,
1,POINT (539938.0416965974 4578897.975827914),2017-05-30,0.0269,0.0546,0.0642,0.2607,0.1068,0.2072,0.2444,0.2836,0.1837,0.1164,0,0,0,0,23,144,0,0,2017-05-28,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170528-095531-903_L2A_T33TWF_D_V1-4_roi_0.tif,113,Sg01_liv2_20170530_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.360597,15.477490,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.186,0.211,,,,,
2,POINT (540589.9914084191 4579297.050422403),2017-05-30,0.0525,0.0804,0.1034,0.2285,0.1372,0.1962,0.2213,0.2519,0.2526,0.1875,0,0,0,0,23,144,0,0,2017-05-28,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170528-095531-903_L2A_T33TWF_D_V1-4_roi_0.tif,120,Sg08_liv2_20170530_LAI,10:05 AM,Colecchia S.A. - De Santis A.P.,41.364159,15.485311,>50 cm,83,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.460,0.275,,,,,
